"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 24 10:36:58 GMT 2024","Thu Oct 24 10:37:07 GMT 2024","8811","chromium","photoTab.spec.ts","Photo tab","","","Verify same images uploading",""
"passed","Thu Oct 24 10:36:41 GMT 2024","Thu Oct 24 10:36:44 GMT 2024","3534","chromium","login.spec.ts","Authorization form","","","Authorization with invalid phone",""
"passed","Thu Oct 24 10:36:47 GMT 2024","Thu Oct 24 10:38:15 GMT 2024","87531","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Thu Oct 24 10:37:51 GMT 2024","Thu Oct 24 10:38:01 GMT 2024","9290","chromium","priceTab.spec.ts","Price tab","","","Verify ""Назад"" button",""
"passed","Thu Oct 24 10:37:18 GMT 2024","Thu Oct 24 10:37:25 GMT 2024","6772","chromium","photoTab.spec.ts","Photo tab","","","Verify image uploading",""
"passed","Thu Oct 24 10:37:12 GMT 2024","Thu Oct 24 10:37:18 GMT 2024","6675","chromium","photoTab.spec.ts","Photo tab","","","Verify ""Назад"" button",""
"passed","Thu Oct 24 10:36:27 GMT 2024","Thu Oct 24 10:36:32 GMT 2024","5366","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Thu Oct 24 10:36:18 GMT 2024","Thu Oct 24 10:36:57 GMT 2024","38835","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Thu Oct 24 10:37:32 GMT 2024","Thu Oct 24 10:37:41 GMT 2024","8668","chromium","priceTab.spec.ts","Price tab","","","Verify ""Спосіб оплати"" section",""
"passed","Thu Oct 24 10:38:26 GMT 2024","Thu Oct 24 10:38:32 GMT 2024","6775","chromium","serviceTab.spec.ts","Service tab","","","Verify entering special characters in the ""Послуги"" input",""
"passed","Thu Oct 24 10:36:31 GMT 2024","Thu Oct 24 10:36:41 GMT 2024","9077","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Thu Oct 24 10:36:51 GMT 2024","Thu Oct 24 10:36:58 GMT 2024","7369","chromium","main.page.spec.ts","Main page","","","Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Thu Oct 24 10:38:31 GMT 2024","Thu Oct 24 10:38:38 GMT 2024","7274","chromium","serviceTab.spec.ts","Service tab","","","Verify ""Назад"" button",""
"passed","Thu Oct 24 10:38:34 GMT 2024","Thu Oct 24 10:38:41 GMT 2024","6769","chromium","serviceTab.spec.ts","Service tab","","","Verify data length for ""Послуги"" input field",""
"passed","Thu Oct 24 10:38:15 GMT 2024","Thu Oct 24 10:38:22 GMT 2024","7510","chromium","serviceTab.spec.ts","Service tab","","","Verify creating new service",""
"passed","Thu Oct 24 10:38:18 GMT 2024","Thu Oct 24 10:38:26 GMT 2024","7350","chromium","serviceTab.spec.ts","Service tab","","","Verify removing variants from choosed list",""
"passed","Thu Oct 24 10:36:57 GMT 2024","Thu Oct 24 10:37:04 GMT 2024","6639","chromium","main.page.spec.ts","Main page","","","Verify ""У Вас залишилися питання?"" form",""
"passed","Thu Oct 24 10:37:51 GMT 2024","Thu Oct 24 10:38:00 GMT 2024","9417","chromium","priceTab.spec.ts","Price tab","","","Verify ""Далі"" button",""
"passed","Thu Oct 24 10:38:20 GMT 2024","Thu Oct 24 10:38:27 GMT 2024","7574","chromium","priceTab.spec.ts","Price tab","","","Verify the data entry in the ""Вартість Ваших послуг *"" price input",""
"passed","Thu Oct 24 10:38:54 GMT 2024","Thu Oct 24 10:39:00 GMT 2024","5949","chromium","serviceTab.spec.ts","Service tab","","","Verify ""Послуги"" input choosing of existing service",""
"passed","Thu Oct 24 10:37:41 GMT 2024","Thu Oct 24 10:37:51 GMT 2024","10032","chromium","priceTab.spec.ts","Price tab","","","Verify adding price for service",""
"passed","Thu Oct 24 10:36:26 GMT 2024","Thu Oct 24 10:36:31 GMT 2024","5065","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Thu Oct 24 10:38:16 GMT 2024","Thu Oct 24 10:38:23 GMT 2024","6752","chromium","serviceTab.spec.ts","Service tab","","","Verify choosing multiple services",""
"passed","Thu Oct 24 10:36:32 GMT 2024","Thu Oct 24 10:36:37 GMT 2024","5532","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Скасувати"" button",""
"passed","Thu Oct 24 10:36:39 GMT 2024","Thu Oct 24 10:36:46 GMT 2024","6909","chromium","login.spec.ts","Authorization form","","","Authorization with valid email and password",""
"passed","Thu Oct 24 10:38:31 GMT 2024","Thu Oct 24 10:38:39 GMT 2024","8130","chromium","serviceTab.spec.ts","Service tab","","","Verify the search function is not sensetive to upper or lower case",""
"passed","Thu Oct 24 10:38:23 GMT 2024","Thu Oct 24 10:38:31 GMT 2024","8501","chromium","serviceTab.spec.ts","Service tab","","","Verify ""Далі"" button",""
"passed","Thu Oct 24 10:37:36 GMT 2024","Thu Oct 24 10:37:44 GMT 2024","8238","chromium","priceTab.spec.ts","Price tab","","","Verify ""Вартість мінімального замовлення"" section",""
"passed","Thu Oct 24 10:37:28 GMT 2024","Thu Oct 24 10:37:35 GMT 2024","7590","chromium","photoTab.spec.ts","Photo tab","","","Verify image moving",""
"passed","Thu Oct 24 10:36:37 GMT 2024","Thu Oct 24 10:36:39 GMT 2024","2302","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Thu Oct 24 10:36:32 GMT 2024","Thu Oct 24 10:36:40 GMT 2024","8040","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Далі"" button",""
"passed","Thu Oct 24 10:36:18 GMT 2024","Thu Oct 24 10:36:26 GMT 2024","7900","chromium","generalInfoTab.spec.ts","General info tab","","","Verify unit name section",""
"passed","Thu Oct 24 10:36:26 GMT 2024","Thu Oct 24 10:36:32 GMT 2024","5711","chromium","generalInfoTab.spec.ts","General info tab","","","Verify model name input field",""
"passed","Thu Oct 24 10:38:01 GMT 2024","Thu Oct 24 10:38:10 GMT 2024","9165","chromium","priceTab.spec.ts","Price tab","","","Verify the data entry in the ""Вартість мінімального замовлення *"" input",""
"passed","Thu Oct 24 10:37:07 GMT 2024","Thu Oct 24 10:37:14 GMT 2024","6809","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid size file",""
"passed","Thu Oct 24 10:37:04 GMT 2024","Thu Oct 24 10:37:12 GMT 2024","7577","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid file type",""
"passed","Thu Oct 24 10:36:18 GMT 2024","Thu Oct 24 10:36:26 GMT 2024","8110","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Thu Oct 24 10:36:40 GMT 2024","Thu Oct 24 10:36:50 GMT 2024","9806","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
"passed","Thu Oct 24 10:37:14 GMT 2024","Thu Oct 24 10:37:21 GMT 2024","6783","chromium","photoTab.spec.ts","Photo tab","","","Verify ""Далі"" button",""
"passed","Thu Oct 24 10:38:49 GMT 2024","Thu Oct 24 10:38:54 GMT 2024","5344","chromium","serviceTab.spec.ts","Service tab","","","Verify ""Послуги"" input with invalid data",""
"passed","Thu Oct 24 10:36:18 GMT 2024","Thu Oct 24 10:36:25 GMT 2024","7353","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Thu Oct 24 10:36:46 GMT 2024","Thu Oct 24 10:36:51 GMT 2024","4477","chromium","login.spec.ts","Authorization form","","","Authorization with invalid password",""
"passed","Thu Oct 24 10:38:10 GMT 2024","Thu Oct 24 10:38:18 GMT 2024","8136","chromium","priceTab.spec.ts","Price tab","","","Verify UI of the ""Вартість Ваших послуг *"" section",""
"passed","Thu Oct 24 10:38:08 GMT 2024","Thu Oct 24 10:38:16 GMT 2024","7533","chromium","priceTab.spec.ts","Price tab","","","Verify adding an invalid price in the ""Вартість мінімального замовлення *"" input",""
"passed","Thu Oct 24 10:37:25 GMT 2024","Thu Oct 24 10:37:32 GMT 2024","7009","chromium","photoTab.spec.ts","Photo tab","","","Verify image deleting",""
"passed","Thu Oct 24 10:36:44 GMT 2024","Thu Oct 24 10:36:47 GMT 2024","3038","chromium","login.spec.ts","Authorization form","","","Authorization with invalid email",""
"passed","Thu Oct 24 10:36:50 GMT 2024","Thu Oct 24 10:38:12 GMT 2024","82469","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
