"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 15 12:54:39 GMT 2024","Tue Oct 15 12:54:42 GMT 2024","2773","chromium","login.spec.ts","Authorization form","","","Authorization with invalid email",""
"passed","Tue Oct 15 12:54:40 GMT 2024","Tue Oct 15 12:54:44 GMT 2024","3943","chromium","login.spec.ts","Authorization form","","","Authorization with invalid password",""
"passed","Tue Oct 15 12:54:06 GMT 2024","Tue Oct 15 12:54:39 GMT 2024","33250","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Tue Oct 15 12:54:22 GMT 2024","Tue Oct 15 12:54:27 GMT 2024","5107","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Скасувати"" button",""
"passed","Tue Oct 15 12:54:42 GMT 2024","Tue Oct 15 12:55:46 GMT 2024","63592","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
"passed","Tue Oct 15 12:54:06 GMT 2024","Tue Oct 15 12:54:12 GMT 2024","6412","chromium","generalInfoTab.spec.ts","General info tab","","","Verify unit name section",""
"passed","Tue Oct 15 12:54:06 GMT 2024","Tue Oct 15 12:54:12 GMT 2024","5718","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Tue Oct 15 12:54:32 GMT 2024","Tue Oct 15 12:54:37 GMT 2024","4960","chromium","login.spec.ts","Authorization form","","","Authorization with valid email and password",""
"passed","Tue Oct 15 12:55:00 GMT 2024","Tue Oct 15 12:56:06 GMT 2024","66133","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Tue Oct 15 12:54:49 GMT 2024","Tue Oct 15 12:54:54 GMT 2024","5820","chromium","main.page.spec.ts","Main page","","","Verify ""У Вас залишилися питання?"" form",""
"passed","Tue Oct 15 12:54:17 GMT 2024","Tue Oct 15 12:54:22 GMT 2024","4318","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Tue Oct 15 12:54:22 GMT 2024","Tue Oct 15 12:54:30 GMT 2024","8302","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Tue Oct 15 12:54:12 GMT 2024","Tue Oct 15 12:54:17 GMT 2024","4648","chromium","generalInfoTab.spec.ts","General info tab","","","Verify model name input field",""
"passed","Tue Oct 15 12:54:17 GMT 2024","Tue Oct 15 12:54:22 GMT 2024","4440","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Tue Oct 15 12:54:30 GMT 2024","Tue Oct 15 12:54:32 GMT 2024","2492","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Tue Oct 15 12:54:44 GMT 2024","Tue Oct 15 12:54:49 GMT 2024","4542","chromium","main.page.spec.ts","Main page","","","Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Tue Oct 15 12:54:12 GMT 2024","Tue Oct 15 12:54:17 GMT 2024","5299","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Tue Oct 15 12:54:34 GMT 2024","Tue Oct 15 12:54:42 GMT 2024","7986","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
"passed","Tue Oct 15 12:54:37 GMT 2024","Tue Oct 15 12:54:40 GMT 2024","2701","chromium","login.spec.ts","Authorization form","","","Authorization with invalid phone",""
"passed","Tue Oct 15 12:54:27 GMT 2024","Tue Oct 15 12:54:34 GMT 2024","6876","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Далі"" button",""
