"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 08:34:04 GMT 2024","Mon Oct 21 08:34:07 GMT 2024","2461","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Mon Oct 21 08:33:44 GMT 2024","Mon Oct 21 08:34:21 GMT 2024","36635","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Mon Oct 21 08:34:46 GMT 2024","Mon Oct 21 08:34:53 GMT 2024","6982","chromium","photoTab.spec.ts","Photo tab","","","Verify image moving",""
"passed","Mon Oct 21 08:35:01 GMT 2024","Mon Oct 21 08:35:10 GMT 2024","9380","chromium","priceTab.spec.ts","Price tab","","","Verify ""Вартість мінімального замовлення"" section",""
"passed","Mon Oct 21 08:34:22 GMT 2024","Mon Oct 21 08:34:29 GMT 2024","7396","chromium","photoTab.spec.ts","Photo tab","","","Verify same images uploading",""
"passed","Mon Oct 21 08:33:52 GMT 2024","Mon Oct 21 08:33:59 GMT 2024","6625","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Mon Oct 21 08:34:28 GMT 2024","Mon Oct 21 08:34:37 GMT 2024","8356","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid file type",""
"passed","Mon Oct 21 08:33:53 GMT 2024","Mon Oct 21 08:33:59 GMT 2024","6190","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Mon Oct 21 08:33:44 GMT 2024","Mon Oct 21 08:33:52 GMT 2024","8106","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Mon Oct 21 08:34:14 GMT 2024","Mon Oct 21 08:35:39 GMT 2024","85292","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Mon Oct 21 08:33:59 GMT 2024","Mon Oct 21 08:34:07 GMT 2024","8210","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Mon Oct 21 08:34:16 GMT 2024","Mon Oct 21 08:35:34 GMT 2024","78398","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
"passed","Mon Oct 21 08:33:44 GMT 2024","Mon Oct 21 08:33:51 GMT 2024","6995","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Mon Oct 21 08:34:07 GMT 2024","Mon Oct 21 08:34:16 GMT 2024","8691","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
"passed","Mon Oct 21 08:35:19 GMT 2024","Mon Oct 21 08:35:28 GMT 2024","8631","chromium","priceTab.spec.ts","Price tab","","","Verify ""Назад"" button",""
