"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 14 18:43:24 GMT 2024","Mon Oct 14 18:43:57 GMT 2024","33537","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Mon Oct 14 18:44:01 GMT 2024","Mon Oct 14 18:44:05 GMT 2024","4342","chromium","login.spec.ts","Authorization form","","","Authorization with invalid password",""
"passed","Mon Oct 14 18:44:24 GMT 2024","Mon Oct 14 18:45:39 GMT 2024","74731","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Mon Oct 14 18:43:50 GMT 2024","Mon Oct 14 18:43:53 GMT 2024","3099","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Mon Oct 14 18:44:05 GMT 2024","Mon Oct 14 18:44:11 GMT 2024","6070","chromium","main.page.spec.ts","Main page","","","Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Mon Oct 14 18:43:59 GMT 2024","Mon Oct 14 18:44:03 GMT 2024","3683","chromium","login.spec.ts","Authorization form","","","Authorization with invalid email",""
"passed","Mon Oct 14 18:43:41 GMT 2024","Mon Oct 14 18:43:50 GMT 2024","8387","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Mon Oct 14 18:43:37 GMT 2024","Mon Oct 14 18:43:41 GMT 2024","4745","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Mon Oct 14 18:43:47 GMT 2024","Mon Oct 14 18:43:54 GMT 2024","7159","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Далі"" button",""
"passed","Mon Oct 14 18:44:04 GMT 2024","Mon Oct 14 18:45:18 GMT 2024","74227","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
"passed","Mon Oct 14 18:43:31 GMT 2024","Mon Oct 14 18:43:37 GMT 2024","5612","chromium","generalInfoTab.spec.ts","General info tab","","","Verify model name input field",""
"passed","Mon Oct 14 18:43:24 GMT 2024","Mon Oct 14 18:43:31 GMT 2024","7079","chromium","generalInfoTab.spec.ts","General info tab","","","Verify unit name section",""
"passed","Mon Oct 14 18:43:37 GMT 2024","Mon Oct 14 18:43:42 GMT 2024","4878","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Mon Oct 14 18:43:31 GMT 2024","Mon Oct 14 18:43:37 GMT 2024","6522","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Mon Oct 14 18:43:42 GMT 2024","Mon Oct 14 18:43:47 GMT 2024","5095","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Скасувати"" button",""
"passed","Mon Oct 14 18:44:11 GMT 2024","Mon Oct 14 18:44:18 GMT 2024","7179","chromium","main.page.spec.ts","Main page","","","Verify ""У Вас залишилися питання?"" form",""
"passed","Mon Oct 14 18:43:53 GMT 2024","Mon Oct 14 18:43:59 GMT 2024","6205","chromium","login.spec.ts","Authorization form","","","Authorization with valid email and password",""
"passed","Mon Oct 14 18:43:58 GMT 2024","Mon Oct 14 18:44:01 GMT 2024","3258","chromium","login.spec.ts","Authorization form","","","Authorization with invalid phone",""
"passed","Mon Oct 14 18:43:24 GMT 2024","Mon Oct 14 18:43:30 GMT 2024","6653","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Mon Oct 14 18:43:54 GMT 2024","Mon Oct 14 18:44:04 GMT 2024","9983","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
