"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 08:27:50 GMT 2024","Mon Oct 21 08:27:56 GMT 2024","6311","chromium","photoTab.spec.ts","Photo tab","","","Verify same images uploading",""
"passed","Mon Oct 21 08:27:16 GMT 2024","Mon Oct 21 08:27:23 GMT 2024","6898","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Mon Oct 21 08:28:50 GMT 2024","Mon Oct 21 08:28:58 GMT 2024","7504","chromium","photoTab.spec.ts","Photo tab","","","Verify image deleting",""
"passed","Mon Oct 21 08:27:26 GMT 2024","Mon Oct 21 08:27:34 GMT 2024","7518","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
"passed","Mon Oct 21 08:28:14 GMT 2024","Mon Oct 21 08:28:20 GMT 2024","5742","chromium","photoTab.spec.ts","Photo tab","","","Verify ""Далі"" button",""
"passed","Mon Oct 21 08:27:33 GMT 2024","Mon Oct 21 08:27:38 GMT 2024","5075","chromium","login.spec.ts","Authorization form","","","Authorization with invalid password",""
"passed","Mon Oct 21 08:27:25 GMT 2024","Mon Oct 21 08:27:30 GMT 2024","4785","chromium","login.spec.ts","Authorization form","","","Authorization with valid email and password",""
"passed","Mon Oct 21 08:27:23 GMT 2024","Mon Oct 21 08:27:25 GMT 2024","2427","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Mon Oct 21 08:27:20 GMT 2024","Mon Oct 21 08:27:26 GMT 2024","6426","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Далі"" button",""
"passed","Mon Oct 21 08:27:07 GMT 2024","Mon Oct 21 08:27:12 GMT 2024","5534","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Mon Oct 21 08:27:30 GMT 2024","Mon Oct 21 08:27:33 GMT 2024","2779","chromium","login.spec.ts","Authorization form","","","Authorization with invalid phone",""
"passed","Mon Oct 21 08:27:12 GMT 2024","Mon Oct 21 08:27:16 GMT 2024","3726","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Mon Oct 21 08:27:56 GMT 2024","Mon Oct 21 08:28:02 GMT 2024","5765","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid file type",""
"passed","Mon Oct 21 08:27:00 GMT 2024","Mon Oct 21 08:27:07 GMT 2024","6669","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Mon Oct 21 08:28:08 GMT 2024","Mon Oct 21 08:28:14 GMT 2024","5858","chromium","photoTab.spec.ts","Photo tab","","","Verify ""Назад"" button",""
"passed","Mon Oct 21 08:27:33 GMT 2024","Mon Oct 21 08:27:36 GMT 2024","3066","chromium","login.spec.ts","Authorization form","","","Authorization with invalid email",""
"passed","Mon Oct 21 08:27:36 GMT 2024","Mon Oct 21 08:28:43 GMT 2024","67458","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
"passed","Mon Oct 21 08:27:12 GMT 2024","Mon Oct 21 08:27:16 GMT 2024","4278","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Mon Oct 21 08:27:42 GMT 2024","Mon Oct 21 08:27:50 GMT 2024","7249","chromium","main.page.spec.ts","Main page","","","Verify ""У Вас залишилися питання?"" form",""
"passed","Mon Oct 21 08:28:54 GMT 2024","Mon Oct 21 08:29:01 GMT 2024","7120","chromium","photoTab.spec.ts","Photo tab","","","Verify image moving",""
"passed","Mon Oct 21 08:27:00 GMT 2024","Mon Oct 21 08:27:33 GMT 2024","32881","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Mon Oct 21 08:28:32 GMT 2024","Mon Oct 21 08:28:40 GMT 2024","7380","chromium","photoTab.spec.ts","Photo tab","","","Verify image uploading",""
"passed","Mon Oct 21 08:27:07 GMT 2024","Mon Oct 21 08:27:12 GMT 2024","4445","chromium","generalInfoTab.spec.ts","General info tab","","","Verify model name input field",""
"passed","Mon Oct 21 08:27:38 GMT 2024","Mon Oct 21 08:27:42 GMT 2024","4225","chromium","main.page.spec.ts","Main page","","","Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Mon Oct 21 08:27:53 GMT 2024","Mon Oct 21 08:29:06 GMT 2024","73119","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Mon Oct 21 08:28:02 GMT 2024","Mon Oct 21 08:28:08 GMT 2024","6191","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid size file",""
"passed","Mon Oct 21 08:27:00 GMT 2024","Mon Oct 21 08:27:07 GMT 2024","6868","chromium","generalInfoTab.spec.ts","General info tab","","","Verify unit name section",""
"passed","Mon Oct 21 08:27:16 GMT 2024","Mon Oct 21 08:27:20 GMT 2024","3812","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Скасувати"" button",""
