"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 13:16:14 GMT 2024","Fri Oct 18 13:16:20 GMT 2024","5565","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid file type",""
"passed","Fri Oct 18 13:15:51 GMT 2024","Fri Oct 18 13:17:09 GMT 2024","77884","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Fri Oct 18 13:15:16 GMT 2024","Fri Oct 18 13:15:21 GMT 2024","5924","chromium","generalInfoTab.spec.ts","General info tab","","","Verify unit name section",""
"passed","Fri Oct 18 13:16:00 GMT 2024","Fri Oct 18 13:16:07 GMT 2024","6983","chromium","main.page.spec.ts","Main page","","","Verify ""У Вас залишилися питання?"" form",""
"passed","Fri Oct 18 13:15:47 GMT 2024","Fri Oct 18 13:15:51 GMT 2024","3937","chromium","login.spec.ts","Authorization form","","","Authorization with invalid phone",""
"passed","Fri Oct 18 13:15:31 GMT 2024","Fri Oct 18 13:15:39 GMT 2024","8089","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Fri Oct 18 13:15:27 GMT 2024","Fri Oct 18 13:15:31 GMT 2024","4343","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Fri Oct 18 13:16:20 GMT 2024","Fri Oct 18 13:16:26 GMT 2024","6318","chromium","photoTab.spec.ts","Photo tab","","","Verify uploading of invalid size file",""
"passed","Fri Oct 18 13:16:07 GMT 2024","Fri Oct 18 13:16:14 GMT 2024","6896","chromium","photoTab.spec.ts","Photo tab","","","Verify same images uploading",""
"passed","Fri Oct 18 13:15:22 GMT 2024","Fri Oct 18 13:15:27 GMT 2024","5234","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Fri Oct 18 13:16:53 GMT 2024","Fri Oct 18 13:17:00 GMT 2024","6903","chromium","photoTab.spec.ts","Photo tab","","","Verify image moving",""
"passed","Fri Oct 18 13:15:54 GMT 2024","Fri Oct 18 13:16:00 GMT 2024","5734","chromium","main.page.spec.ts","Main page","","","Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Fri Oct 18 13:15:15 GMT 2024","Fri Oct 18 13:15:48 GMT 2024","32100","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Fri Oct 18 13:15:42 GMT 2024","Fri Oct 18 13:15:47 GMT 2024","5404","chromium","login.spec.ts","Authorization form","","","Authorization with valid email and password",""
"passed","Fri Oct 18 13:16:33 GMT 2024","Fri Oct 18 13:16:41 GMT 2024","7725","chromium","photoTab.spec.ts","Photo tab","","","Verify ""Далі"" button",""
"passed","Fri Oct 18 13:15:27 GMT 2024","Fri Oct 18 13:15:31 GMT 2024","4190","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Fri Oct 18 13:15:36 GMT 2024","Fri Oct 18 13:15:42 GMT 2024","6200","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Далі"" button",""
"passed","Fri Oct 18 13:15:16 GMT 2024","Fri Oct 18 13:15:22 GMT 2024","6200","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Fri Oct 18 13:16:26 GMT 2024","Fri Oct 18 13:16:33 GMT 2024","7314","chromium","photoTab.spec.ts","Photo tab","","","Verify ""Назад"" button",""
"passed","Fri Oct 18 13:15:50 GMT 2024","Fri Oct 18 13:15:54 GMT 2024","4081","chromium","login.spec.ts","Authorization form","","","Authorization with invalid password",""
"passed","Fri Oct 18 13:17:00 GMT 2024","Fri Oct 18 13:17:07 GMT 2024","6408","chromium","photoTab.spec.ts","Photo tab","","","Verify image deleting",""
"passed","Fri Oct 18 13:15:42 GMT 2024","Fri Oct 18 13:15:50 GMT 2024","7973","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
"passed","Fri Oct 18 13:15:22 GMT 2024","Fri Oct 18 13:15:27 GMT 2024","5061","chromium","generalInfoTab.spec.ts","General info tab","","","Verify model name input field",""
"passed","Fri Oct 18 13:15:39 GMT 2024","Fri Oct 18 13:15:42 GMT 2024","2441","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Fri Oct 18 13:16:47 GMT 2024","Fri Oct 18 13:16:53 GMT 2024","6254","chromium","photoTab.spec.ts","Photo tab","","","Verify image uploading",""
"passed","Fri Oct 18 13:15:51 GMT 2024","Fri Oct 18 13:17:05 GMT 2024","73441","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
"passed","Fri Oct 18 13:15:31 GMT 2024","Fri Oct 18 13:15:36 GMT 2024","4634","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Скасувати"" button",""
"passed","Fri Oct 18 13:15:48 GMT 2024","Fri Oct 18 13:15:51 GMT 2024","2854","chromium","login.spec.ts","Authorization form","","","Authorization with invalid email",""
