"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 17 15:28:25 GMT 2024","Thu Oct 17 15:28:30 GMT 2024","4473","chromium","login.spec.ts","Authorization form","","","Authorization with invalid password",""
"passed","Thu Oct 17 15:28:06 GMT 2024","Thu Oct 17 15:28:11 GMT 2024","5169","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Скасувати"" button",""
"passed","Thu Oct 17 15:28:47 GMT 2024","Thu Oct 17 15:30:01 GMT 2024","74168","chromium","main.page.spec.ts","Main page","","","Checking ""Послуги"" section on the main page",""
"passed","Thu Oct 17 15:28:11 GMT 2024","Thu Oct 17 15:28:18 GMT 2024","7219","chromium","generalInfoTab.spec.ts","General info tab","","","Verify ""Далі"" button",""
"passed","Thu Oct 17 15:27:46 GMT 2024","Thu Oct 17 15:27:53 GMT 2024","7038","chromium","generalInfoTab.spec.ts","General info tab","","","Verify unit name section",""
"passed","Thu Oct 17 15:28:18 GMT 2024","Thu Oct 17 15:28:29 GMT 2024","10543","chromium","login.spec.ts","Authorization form","","","Authorization with valid phone and password",""
"passed","Thu Oct 17 15:28:05 GMT 2024","Thu Oct 17 15:28:15 GMT 2024","9456","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle location division",""
"passed","Thu Oct 17 15:28:35 GMT 2024","Thu Oct 17 15:28:42 GMT 2024","7239","chromium","main.page.spec.ts","Main page","","","Verify ""У Вас залишилися питання?"" form",""
"passed","Thu Oct 17 15:28:29 GMT 2024","Thu Oct 17 15:29:43 GMT 2024","73599","chromium","main.page.spec.ts","Main page","","","Checking ""Спецтехніка"" section on the main page",""
"passed","Thu Oct 17 15:27:54 GMT 2024","Thu Oct 17 15:28:01 GMT 2024","6641","chromium","generalInfoTab.spec.ts","General info tab","","","Verify vehicle manufacturer section",""
"passed","Thu Oct 17 15:28:15 GMT 2024","Thu Oct 17 15:28:18 GMT 2024","3425","chromium","login.spec.ts","Authorization form","","","Authorization with empty fields",""
"passed","Thu Oct 17 15:27:46 GMT 2024","Thu Oct 17 15:28:18 GMT 2024","32221","chromium","generalInfoTab.spec.ts","General info tab","","","Verify category section",""
"passed","Thu Oct 17 15:28:18 GMT 2024","Thu Oct 17 15:28:25 GMT 2024","6917","chromium","login.spec.ts","Authorization form","","","Authorization with valid email and password",""
"passed","Thu Oct 17 15:28:01 GMT 2024","Thu Oct 17 15:28:05 GMT 2024","4771","chromium","generalInfoTab.spec.ts","General info tab","","","Verify description section",""
"passed","Thu Oct 17 15:27:54 GMT 2024","Thu Oct 17 15:28:00 GMT 2024","5878","chromium","generalInfoTab.spec.ts","General info tab","","","Verify model name input field",""
"passed","Thu Oct 17 15:28:20 GMT 2024","Thu Oct 17 15:28:23 GMT 2024","3187","chromium","login.spec.ts","Authorization form","","","Authorization with invalid phone",""
"passed","Thu Oct 17 15:28:30 GMT 2024","Thu Oct 17 15:28:35 GMT 2024","5144","chromium","main.page.spec.ts","Main page","","","Verify that all elements on the footer are displayed and all links are clickable",""
"passed","Thu Oct 17 15:27:46 GMT 2024","Thu Oct 17 15:27:53 GMT 2024","6551","chromium","generalInfoTab.spec.ts","General info tab","","","Verify body title and tab titles",""
"passed","Thu Oct 17 15:28:00 GMT 2024","Thu Oct 17 15:28:06 GMT 2024","5577","chromium","generalInfoTab.spec.ts","General info tab","","","Verify technical characteristics section",""
"passed","Thu Oct 17 15:28:23 GMT 2024","Thu Oct 17 15:28:26 GMT 2024","3041","chromium","login.spec.ts","Authorization form","","","Authorization with invalid email",""
